name,type,marketcap,high52,low52,pe,eps,summary
Visa Inc.,EQUITY,,252.67,186.67,,,"Visa Inc. operates as a payments technology company worldwide. The company facilitates digital payments among consumers, merchants, financial institutions, businesses, strategic partners, and government entities. It operates VisaNet, a transaction processing network that enables authorization, clearing, and settlement of payment transactions. In addition, the company offers card products, platforms, and value-added services. It provides its services under the Visa, Visa Electron, Interlink, VPAY, and PLUS brands. Visa Inc. was founded in 1958 and is headquartered in San Francisco, California."
